Business_ID,Industry,Employee_Count,Revenue,Expenses,Profit_Margin,Loans_Taken,Loan_Default,Cash_Reserves,Financial_Stress_Score,Financial_Stress_Flag
B206939,Retail,33,500000.0,409260.95,18.15,1,0,50939.73,49.15,0
B207818,Services,4,500000.0,356669.69,28.67,0,0,50344.16,39.5,0
B204046,Services,39,500000.0,375028.05,24.99,0,0,56456.83,38.16,0
B209338,IT,3,500000.0,348690.18,30.26,0,0,57123.52,50.33,0
B205474,Services,22,500000.0,442342.16,11.53,0,0,88033.56,55.01,0
B209664,Retail,53,500000.0,384348.01,23.13,0,0,,56.12,0
B205641,Retail,33,500000.0,429204.95,14.16,1,0,35299.71,56.93,0
B201343,Services,49,500000.0,403072.08,19.39,1,0,90059.83,48.87,0
B205842,Food,35,500000.0,375092.91,24.98,1,0,81447.88,54.13,0
B206877,Food,28,500000.0,400911.26,19.82,1,0,107336.55,51.79,0
B208876,Services,12,500000.0,370001.33,26.0,1,0,131892.42,53.15,0
B203859,Services,31,500000.0,428261.07,14.35,0,0,82912.5,52.89,0
B207893,Food,32,500000.0,371330.42,25.73,0,0,81764.38,45.44,0
B206439,Manufacturing,32,500000.0,427292.29,14.54,1,0,69493.62,57.34,0
B200053,Manufacturing,53,500000.0,366768.9,26.65,0,0,94413.05,50.66,0
B202143,Services,47,500000.0,443786.99,11.24,0,0,45939.34,56.25,0
B203262,Services,16,500000.0,340613.16,31.88,1,0,99130.7,47.25,0
B204962,Services,28,500000.0,387888.31,22.42,0,0,74149.66,47.53,0
B205020,Services,25,500000.0,306788.5,38.64,0,0,89197.35,40.15,0
B204038,Healthcare,18,500000.0,361679.42,,0,0,50369.18,49.22,0
B209658,Food,11,500000.0,390658.38,21.87,1,0,106649.37,43.73,0
B204445,Healthcare,16,500000.0,443043.68,11.39,0,0,55393.87,56.14,0
B206361,Retail,37,500000.0,400293.23,19.94,1,0,,52.03,0
B203629,it,3,500000.0,328495.66,34.3,0,0,105385.32,41.24,0
B204653,Manufacturing,42,500000.0,395851.86,20.83,0,0,28019.49,55.06,0
B207867,Healthcare,40,500000.0,383216.6,23.36,0,0,312328.6,44.41,0
B207549,Retail,45,500000.0,411989.31,17.6,0,0,103586.59,61.79,1
B209175,IT,45,500000.0,365316.11,26.94,0,0,48818.56,46.6,0
B207278,IT,27,500000.0,410720.69,17.86,0,0,82262.82,59.99,0
B207708,Healthcare,8,500000.0,367215.98,26.56,1,0,85244.35,42.46,0
B201498,Manufacturing,50,500000.0,427982.0,14.4,1,1,67304.21,71.97,1
B203716,Services,3,500000.0,342938.8,,0,0,65512.56,47.07,0
B203885,Manufacturing,50,500000.0,392906.23,21.42,1,0,61908.58,52.17,0
B206715,manufacturing,58,808679.71,508916.22,37.07,1,0,83054.49,36.84,0
B201590,Retail,31,500000.0,1933419.84,13.61,0,0,85878.77,58.02,0
B202341,Healthcare,10,500000.0,362235.25,27.55,0,0,56015.62,49.05,0
B201326,Retail,19,500000.0,438343.36,12.33,0,0,349927.31,49.46,0
B203315,Services,11,500000.0,344223.12,31.16,0,0,103565.52,51.66,0
B202692,Retail,25,500000.0,433981.04,13.2,1,1,60944.1,65.56,1
B205237,Manufacturing,35,3008000.89,358226.65,28.35,0,0,102850.52,47.27,0
B200289,Services,20,500000.0,352465.68,29.51,0,0,50047.35,46.1,0
B205508,Services,10,500000.0,416689.21,16.66,1,0,70068.48,58.03,0
B203888,IT,14,500000.0,318973.48,36.21,1,1,151803.1,66.23,1
B208452,Food,35,500000.0,1477434.65,22.58,0,0,52577.18,51.6,0
B201535,Manufacturing,52,500000.0,450437.09,9.91,1,0,110153.29,48.95,0
B201470,Retail,27,500000.0,399012.73,20.2,0,0,35918.76,48.15,0
B201111,Retail,28,500000.0,419034.69,16.19,1,1,75084.27,69.01,1
B202946,Healthcare,8,500000.0,390513.86,,0,0,103055.37,57.69,0
B208905,IT,38,500000.0,393684.56,21.26,1,0,61056.45,46.81,0
B200750,,3,500000.0,363233.99,27.35,0,0,,47.88,0
B201681,Food,5,500000.0,424920.19,15.02,0,0,75397.0,55.74,0
B201544,Services,36,500000.0,378860.53,,1,0,96338.89,51.23,0
B200165,Manufacturing,19,500000.0,386947.12,,0,0,54737.06,50.59,0
B203998,Food,40,500000.0,359715.36,28.06,0,0,101981.02,44.27,0
B208460,Services,29,500000.0,390503.73,21.9,0,0,59157.36,50.16,0
B202457,Manufacturing,39,500000.0,356639.62,28.67,0,0,25211.2,52.88,0
B200596,Services,23,500000.0,309000.74,38.2,0,0,106983.68,45.74,0
B205792,Manufacturing,36,500000.0,417971.69,16.41,1,0,10864.19,56.33,0
B203530,Healthcare,23,500000.0,418475.15,16.3,0,0,63142.41,47.58,0
B207327,food,31,500000.0,446666.95,10.67,0,0,88548.38,55.2,0
B204331,Manufacturing,69,673076.88,442019.23,34.33,0,0,150717.74,42.49,0
B208590,Food,17,500000.0,457296.38,8.54,0,0,49456.62,63.35,1
B201694,Healthcare,31,500000.0,372945.75,25.41,1,0,71048.27,47.96,0
B204464,Services,9,500000.0,329584.75,34.08,0,0,108325.42,39.56,0
B204061,Retail,33,500000.0,419038.48,16.19,0,0,25464.05,54.27,0
B202871,Healthcare,20,500000.0,362780.25,27.44,0,0,109461.51,53.02,0
B207527,Services,27,500000.0,336565.34,32.69,0,0,71321.61,47.54,0
B209677,Retail,21,500000.0,414528.5,17.09,0,0,165393.01,49.66,0
B209836,Retail,17,500000.0,445896.79,10.82,0,0,58237.24,54.5,0
B208912,,44,500000.0,440329.12,11.93,0,0,,48.26,0
B200113,Services,25,500000.0,336944.4,32.61,0,0,91452.57,54.15,0
B201757,Healthcare,29,500000.0,443442.41,11.31,0,0,55881.17,57.01,0
B201931,Retail,38,500000.0,447434.15,10.51,0,0,70653.31,55.29,0
B208263,Retail,27,500000.0,425809.51,14.84,1,0,69055.27,55.71,0
B201468,IT,16,500000.0,371813.41,25.64,0,0,,55.46,0
B208547,,28,500000.0,394247.05,21.15,0,0,38945.0,54.74,0
B208592,Manufacturing,25,500000.0,353128.51,29.37,1,0,89950.46,59.1,0
B200768,Retail,37,500000.0,441793.65,11.64,1,0,71885.26,48.97,0
B208281,Food,40,717175.9,503882.81,29.74,0,0,123249.11,46.5,0
B203012,Healthcare,20,500000.0,401997.18,19.6,1,1,44127.48,63.11,1
B200397,Services,27,500000.0,341435.17,31.71,0,0,62167.4,42.03,0
B208756,Retail,30,500000.0,401963.44,19.61,0,0,64101.26,51.9,0
B204892,Food,13,500000.0,332967.96,33.41,0,0,86132.93,41.58,0
B202957,Manufacturing,22,500000.0,387316.09,22.54,1,0,70697.33,51.44,0
B208929,Food,23,500000.0,390524.19,21.9,0,0,61131.53,54.07,0
B205547,Food,3,500000.0,343704.05,31.26,0,0,74465.0,42.66,0
B208175,Food,22,500000.0,386313.15,22.74,1,0,89696.64,42.14,0
B205100,Food,18,606219.64,507250.88,16.33,0,0,113319.61,59.14,0
B202497,Food,30,500000.0,407534.39,18.49,1,0,42920.49,51.06,0
B209824,Services,34,500000.0,356438.81,28.71,0,0,26403.18,43.04,0
B203189,IT,26,500000.0,383165.05,23.37,0,0,31281.2,50.04,0
B206815,Services,34,500000.0,384431.59,23.11,1,0,80256.61,53.82,0
B204502,Food,25,500000.0,429595.85,14.08,0,0,27043.71,54.97,0
B209924,IT,24,500000.0,330666.14,33.87,0,0,74364.83,52.22,0
B206824,Services,3,500000.0,451675.71,9.66,0,0,402100.1,46.68,0
B208984,Food,22,500000.0,341857.8,31.63,1,0,91075.93,40.11,0
B205464,Food,25,500000.0,393623.5,21.28,1,0,72588.24,57.72,0
B206573,IT,26,500000.0,312920.82,37.42,1,1,105049.14,59.72,0
B205386,Manufacturing,52,500000.0,384613.36,23.08,0,0,56603.29,45.83,0
B204767,Retail,25,500000.0,385398.42,22.92,1,1,69068.91,60.4,1
B207624,Retail,37,500000.0,385498.66,22.9,0,0,106442.5,46.52,0
B201398,Services,29,500000.0,397493.13,20.5,0,0,54349.0,49.95,0
B207591,Food,22,500000.0,380041.98,23.99,0,0,27564.47,48.91,0
B207513,Food,20,500000.0,405233.53,18.95,1,0,61006.54,48.41,0
B206344,Food,11,739687.96,589472.4,20.31,1,1,86187.2,64.32,1
B204351,Services,24,500000.0,375541.85,24.89,0,0,56994.87,47.7,0
B200199,IT,20,500000.0,320656.59,35.87,1,0,86496.67,49.28,0
B200035,Food,32,500000.0,439430.08,12.11,0,0,67332.78,53.03,0
B200277,Healthcare,39,500000.0,388813.39,22.24,0,0,64275.94,43.86,0
B204175,Services,46,500000.0,383045.42,23.39,0,0,47539.17,54.72,0
B204885,Services,26,500000.0,354091.41,29.18,1,0,72512.03,58.02,0
B205867,Healthcare,16,500000.0,426104.38,,0,0,42739.73,51.49,0
B205170,Manufacturing,44,500000.0,357650.46,28.47,0,0,72809.16,42.16,0
B205527,Food,36,500000.0,402690.15,19.46,1,0,92271.72,52.43,0
B202432,Healthcare,19,500000.0,433565.29,13.29,1,0,38685.01,51.31,0
B203364,IT,38,500000.0,329323.45,34.14,0,0,103396.98,45.8,0
B202146,IT,12,500000.0,2153525.93,27.39,0,0,117002.21,46.61,0
B203993,Manufacturing,37,500000.0,375356.01,24.93,0,0,75573.95,44.44,0
B207898,Retail,42,500000.0,447282.93,10.54,1,0,64290.65,56.09,0
B208108,Healthcare,6,500000.0,372438.35,25.51,0,0,69586.27,48.84,0
B205076,,60,500000.0,332444.08,33.51,0,0,84425.48,44.64,0
B206145,Manufacturing,48,500000.0,352060.79,29.59,1,0,123278.83,41.74,0
B202335,IT,18,500000.0,354718.35,29.06,0,0,103204.39,44.87,0
B206487,Healthcare,29,500000.0,357904.3,28.42,1,1,84664.17,59.11,0
B205760,Healthcare,35,500000.0,374357.07,25.13,0,0,77660.91,48.77,0
B200921,Retail,15,500000.0,2943557.93,13.52,0,0,32829.97,57.89,0
B200938,Services,28,500000.0,416143.58,16.77,1,0,87000.56,48.79,0
B203766,Retail,27,500000.0,412692.89,17.46,0,0,73580.41,58.64,0
B201669,services,17,500000.0,373464.85,25.31,0,0,79427.76,56.65,0
B205045,Healthcare,6,500000.0,403499.42,19.3,1,0,102589.57,57.26,0
B209837,Services,31,500000.0,372775.99,25.44,0,0,68804.75,50.43,0
B202153,Services,18,500000.0,427260.22,14.55,0,0,37691.69,49.35,0
B200064,IT,17,500000.0,388795.78,22.24,0,0,58231.71,56.6,0
B205865,Retail,17,500000.0,1909552.6,17.45,1,0,39581.2,39.18,0
B205887,Services,30,500000.0,391854.85,21.63,0,0,38185.86,47.71,0
B203980,Services,20,517849.62,352832.05,31.87,0,0,79709.7,38.47,0
B200498,Retail,41,500000.0,434216.65,13.16,0,0,41938.12,54.97,0
B209161,Healthcare,43,500000.0,374112.54,25.18,1,0,71736.07,53.83,0
B207626,services,32,500000.0,394687.65,21.06,0,0,65131.84,56.21,0
B205214,,45,500000.0,423914.57,15.22,1,0,39127.51,52.26,0
B209421,IT,3,500000.0,387426.57,22.51,0,0,67499.04,44.4,0
B204314,IT,3,500000.0,331094.0,33.78,0,0,130161.37,40.75,0
B207422,Services,3,500000.0,394068.56,21.19,0,0,320657.57,55.47,0
B200641,Healthcare,21,500000.0,384166.34,23.17,0,0,53758.99,49.8,0
B205776,Healthcare,3,500000.0,1960720.44,14.62,0,0,18492.47,56.96,0
B207431,IT,12,511106.32,383049.25,25.05,1,0,115352.24,42.33,0
B207856,IT,24,500000.0,350759.12,29.85,0,0,73595.33,49.04,0
B208320,IT,15,700722.77,500529.44,28.57,0,0,149054.17,44.57,0
B201632,IT,18,500000.0,329132.09,34.17,0,0,72123.25,38.04,0
B202002,Services,31,500000.0,367236.96,26.55,0,0,540528.79,43.98,0
B202742,Food,24,500000.0,400188.6,19.96,0,0,54468.65,45.19,0
B201428,Food,7,500000.0,414918.48,17.02,1,0,40114.27,52.82,0
B209873,IT,34,500000.0,394652.49,21.07,0,0,82981.39,54.25,0
B207584,Retail,22,500000.0,2762163.78,13.04,0,0,64973.2,63.86,1
B204872,Healthcare,23,500000.0,385965.31,22.81,1,0,57018.06,53.31,0
B204748,Services,6,500000.0,1778303.71,16.7,0,0,72112.52,53.84,0
B205565,Services,24,500000.0,414356.56,17.13,0,0,67802.94,58.37,0
B204673,Retail,39,500000.0,365944.71,26.81,1,0,78658.13,49.09,0
B203603,Food,5,500000.0,377983.98,24.4,0,0,76689.97,53.42,0
B207832,Services,18,500000.0,368271.25,26.35,0,0,59361.45,52.76,0
B200957,Retail,38,500000.0,406369.49,18.73,0,0,393979.34,50.92,0
B203584,Retail,34,500000.0,423113.28,15.38,1,1,,69.83,1
B200000,Food,32,500000.0,354230.55,29.15,0,0,99932.92,51.72,0
B204028,Manufacturing,37,500000.0,397836.04,20.43,1,0,53039.46,46.52,0
B206052,IT,3,500000.0,377459.33,24.51,0,0,90850.75,56.61,0
B208998,Food,30,500000.0,415310.24,16.94,0,0,65957.2,49.73,0
B202784,Food,37,500000.0,392736.99,21.45,0,0,58182.9,48.76,0
B204750,Services,3,500000.0,359500.2,28.1,0,0,121528.44,48.9,0
B201193,Manufacturing,58,500000.0,365250.05,26.95,1,0,83389.43,50.89,0
B203950,Services,3,500000.0,403211.4,19.36,0,0,53975.37,48.65,0
B202375,Services,50,500000.0,412517.67,17.5,1,0,46709.18,54.81,0
B204949,Retail,4,500000.0,408784.79,18.24,0,0,69522.61,40.0,0
B205702,IT,14,500000.0,368183.88,26.36,1,0,46630.18,52.24,0
B202866,Services,19,500000.0,324771.37,35.05,1,0,60853.63,52.42,0
B200250,Food,31,500000.0,386276.47,22.74,0,0,73876.3,56.76,0
B208642,Retail,52,500000.0,397038.14,20.59,0,0,100458.97,56.34,0
B200886,IT,35,500000.0,374420.11,25.12,0,0,58627.29,49.13,0
B200960,Food,7,500000.0,409809.86,18.04,1,0,,50.06,0
B209380,Services,13,500000.0,326038.19,34.79,0,0,57084.56,43.15,0
B203046,Services,24,500000.0,311031.28,37.79,1,0,105188.9,37.03,0
B202696,Retail,24,500000.0,447996.75,10.4,1,0,53575.63,63.52,1
B200846,Manufacturing,37,500000.0,480019.26,4.0,0,0,21575.43,59.19,0
B209841,Services,22,500000.0,368523.59,26.3,0,0,47351.99,51.46,0
B200620,Retail,23,500000.0,401342.91,19.73,1,1,70067.07,71.16,1
B202400,Food,29,500000.0,432953.56,13.41,1,0,66410.98,42.03,0
B209399,Healthcare,13,500000.0,418888.17,16.22,0,0,50129.63,60.24,1
B209582,Healthcare,35,500000.0,452751.63,9.45,0,0,27877.99,51.28,0
B208003,Retail,4,3230678.73,414516.74,17.1,0,0,67150.17,59.43,0
B206396,Services,42,500000.0,391237.0,21.75,0,0,66179.88,42.03,0
B202926,Food,27,500000.0,424905.73,15.02,0,0,54824.71,57.75,0
B203092,Retail,19,500000.0,412379.8,17.52,0,0,61469.79,50.71,0
B207423,food,36,500000.0,340555.12,31.89,0,0,101468.59,46.16,0
B208578,Services,27,613834.42,497629.8,,0,0,862418.6,47.78,0
B201614,Healthcare,51,500000.0,388484.38,22.3,0,0,,56.24,0
B203066,Retail,20,500000.0,449147.95,10.17,0,0,90747.3,57.19,0
B200795,IT,12,500000.0,347784.56,30.44,0,0,708584.02,44.27,0
B201393,Retail,34,500000.0,423557.97,15.29,0,0,77644.47,48.29,0
B200222,Healthcare,3,500000.0,364248.54,27.15,0,0,134074.5,49.46,0
B206065,Healthcare,15,500000.0,381325.12,23.73,0,0,69077.21,49.4,0
B208115,Services,40,500000.0,357025.55,28.59,0,0,94072.8,49.73,0
B208194,Services,39,500000.0,383188.63,23.36,0,0,77843.96,55.32,0
B206981,Food,34,500000.0,338080.36,32.38,0,0,88138.51,45.71,0
B209819,Retail,46,500000.0,393702.93,21.26,0,0,42831.84,58.86,0
B209766,Manufacturing,42,500000.0,379271.72,24.15,0,0,59151.45,52.5,0
B207015,Services,18,500000.0,370882.53,25.82,0,0,87647.0,45.59,0
B207392,Manufacturing,49,832645.92,753330.09,9.53,1,0,98562.79,53.76,0
B204604,Manufacturing,69,500000.0,340262.46,31.95,0,0,118934.22,40.17,0
B207311,Retail,15,500000.0,387133.65,22.57,1,0,,60.63,1
B204937,Services,25,500000.0,384730.21,23.05,0,0,86740.62,49.76,0
B201900,Retail,52,500000.0,457308.0,8.54,0,0,69787.13,57.62,0
B205532,Food,15,500000.0,369344.65,26.13,0,0,59250.3,56.3,0
B203927,Services,24,500000.0,352145.6,29.57,0,0,80486.72,42.99,0
B207359,,42,500000.0,401280.63,19.74,1,0,74633.87,50.62,0
B207013,Food,25,500000.0,396130.79,20.77,1,0,123348.4,52.22,0
B207648,Retail,31,500000.0,429135.81,14.17,1,0,86209.69,59.2,0
B202986,Healthcare,31,500000.0,435168.82,12.97,1,0,83568.21,51.95,0
B204679,Retail,43,500000.0,428303.04,14.34,0,0,54238.28,51.01,0
B204312,manufacturing,55,500000.0,371941.13,25.61,0,0,83150.33,45.03,0
B202599,Food,15,500000.0,392869.22,21.43,0,0,111362.45,45.36,0
B209514,Food,28,500000.0,429393.49,14.12,0,0,67665.45,42.63,0
B202944,IT,28,500000.0,363562.92,27.29,0,0,102012.02,41.93,0
B202811,Services,32,500000.0,343574.88,31.29,0,0,,41.73,0
B207067,Manufacturing,52,500000.0,396330.63,20.73,1,0,70995.57,54.37,0
B202667,healthcare,48,500000.0,404076.31,19.18,0,0,46451.32,63.78,1
B203100,Manufacturing,43,500000.0,371047.28,25.79,0,0,80023.68,54.25,0
B203679,Retail,22,500000.0,406115.67,18.78,0,0,89023.07,44.33,0
B206047,Healthcare,20,500000.0,381966.4,23.61,0,0,82012.45,48.08,0
B205087,IT,3,683011.99,470966.23,31.05,0,0,150203.97,42.83,0
B204801,Manufacturing,51,500000.0,370088.27,25.98,0,0,,55.42,0
B201615,Services,23,500000.0,385969.84,22.81,1,0,89916.41,49.49,0
B203451,Healthcare,40,500000.0,331076.46,33.78,0,0,108822.87,48.61,0
B206911,IT,27,500000.0,318149.82,36.37,0,0,117758.84,46.37,0
B209573,Retail,19,500000.0,422264.03,15.55,0,0,61673.25,49.26,0
B207594,IT,14,500000.0,351959.46,29.61,1,0,116142.29,47.02,0
B200508,Services,26,500000.0,1737548.58,28.76,1,0,76520.82,49.82,0
B204268,Manufacturing,41,500000.0,449144.86,10.17,0,0,53810.38,61.71,1
B205510,Manufacturing,63,500000.0,414343.01,17.13,0,0,71514.45,51.46,0
B201653,Retail,35,500000.0,450497.82,9.9,0,0,53986.86,54.54,0
B208393,Services,22,500000.0,385177.55,22.96,1,0,106653.82,47.29,0
B202097,Healthcare,18,500000.0,375737.12,24.85,0,0,101928.02,52.45,0
B207934,,17,1143340.91,833262.07,27.12,0,0,251139.65,60.01,1
B205673,Services,24,500000.0,365161.42,26.97,0,0,108547.7,51.96,0
B202318,Retail,42,500000.0,364571.49,27.09,0,0,106449.81,46.36,0
B201811,IT,28,500000.0,378432.75,24.31,1,0,87139.14,53.72,0
B201274,services,20,500000.0,389382.28,22.12,0,0,88212.76,47.59,0
B204621,Food,19,1020686.04,758735.44,25.66,0,0,183060.59,48.26,0
B202573,Manufacturing,55,500000.0,422736.85,15.45,0,0,,48.23,0
B208786,Food,20,500000.0,392569.67,21.49,1,0,91758.78,48.83,0
B208981,Manufacturing,37,500000.0,396277.57,20.74,0,0,94907.89,48.65,0
B204058,Food,23,500000.0,388630.13,22.27,1,0,92215.76,51.62,0
B204323,Retail,32,500000.0,329092.7,34.18,0,0,110677.42,40.46,0
B201068,Manufacturing,36,583299.12,459878.42,21.16,1,0,99268.65,53.94,0
B208560,Services,35,500000.0,305040.71,,0,0,142691.03,50.18,0
B203220,Food,30,500000.0,374397.34,25.12,0,0,61597.74,54.24,0
B204681,Healthcare,18,500000.0,395434.61,20.91,0,0,58329.45,55.86,0
B206626,Retail,36,500000.0,403938.39,19.21,1,1,93491.88,64.14,1
B204288,IT,26,549574.84,413778.98,24.71,0,0,78655.08,49.13,0
B206871,Manufacturing,60,500000.0,340151.04,31.97,0,0,51756.71,47.21,0
B208505,Healthcare,22,500000.0,386963.19,22.61,0,0,103632.94,51.29,0
B200132,IT,5,500000.0,363996.18,27.2,1,1,77677.79,66.72,1
B206131,Retail,12,500000.0,411623.62,17.68,1,1,63480.08,68.33,1
B200803,Retail,43,500000.0,412295.5,17.54,1,0,42572.32,57.33,0
B200421,Retail,41,500000.0,438876.73,12.22,0,0,51247.18,56.43,0
B200215,,18,500000.0,397182.19,20.56,0,0,85117.63,43.13,0
B207318,Healthcare,29,500000.0,412054.47,17.59,1,0,69493.17,52.53,0
B203678,Retail,26,500000.0,375147.9,24.97,0,0,522696.87,50.89,0
B201746,Services,13,500000.0,379811.02,24.04,0,0,88673.36,46.47,0
B202108,Manufacturing,41,500000.0,364631.82,27.07,0,0,90700.08,48.12,0
B202759,Services,16,500000.0,368403.81,26.32,1,1,116291.14,67.09,1
B202355,Retail,14,500000.0,416841.65,16.63,1,0,81074.4,54.78,0
B209403,Food,10,500000.0,391715.11,21.66,0,0,91039.22,47.71,0
B205448,,27,500000.0,375147.48,24.97,0,0,86597.06,51.86,0
B207132,Retail,24,500000.0,418885.0,16.22,0,0,87237.2,57.06,0
B201110,Healthcare,3,500000.0,341101.64,31.78,0,0,56717.13,52.65,0
B207345,Retail,29,500000.0,445827.99,10.83,0,0,56895.26,56.21,0
B201732,IT,30,500000.0,396755.66,20.65,0,0,99219.8,53.21,0
B203864,Retail,36,500000.0,442097.21,11.58,1,1,42544.65,76.92,1
B201448,Retail,36,500000.0,389098.82,22.18,0,0,78308.21,53.66,0
B209317,,73,500000.0,399426.63,20.11,0,0,98759.39,49.59,0
B209674,Retail,34,500000.0,406699.11,18.66,0,0,344406.38,46.63,0
B201450,Services,22,500000.0,391546.39,21.69,0,0,71209.84,47.4,0
B200815,IT,24,500000.0,341291.28,,0,0,48812.91,47.42,0
B207684,Manufacturing,60,500000.0,446398.31,10.72,0,0,36843.13,51.24,0
B200549,Healthcare,19,500000.0,341884.66,,0,0,151922.51,45.0,0
B202203,Healthcare,3,500000.0,424957.18,15.01,0,0,50704.51,56.52,0
B201426,Services,22,500000.0,378632.35,24.27,0,0,71064.73,46.09,0
B209866,Services,6,500000.0,415266.05,16.95,0,0,74850.88,62.96,1
B207298,Services,8,500000.0,425687.78,14.86,0,0,41851.31,59.46,0
B206224,IT,3,500000.0,314567.18,37.09,0,0,127648.44,44.81,0
B208857,Retail,38,2207750.32,474014.44,5.2,1,1,,69.97,1
B208392,Food,3,500000.0,408961.31,18.21,0,0,64620.68,52.19,0
B209211,Retail,33,500000.0,358164.14,28.37,0,0,90930.39,42.29,0
B200523,Food,20,500000.0,424499.55,15.1,0,0,98771.37,61.73,1
B207339,Retail,43,500000.0,425364.79,14.93,1,0,44734.16,48.99,0
B209637,Retail,41,500000.0,429513.33,14.1,1,0,194082.77,54.24,0
B205615,IT,8,500000.0,381786.06,23.64,0,0,119898.41,59.64,0
B206029,Manufacturing,38,500000.0,367581.98,26.48,0,0,91770.48,50.92,0
B202188,Retail,15,500000.0,385844.12,22.83,0,0,95841.46,49.15,0
B206723,Food,53,500000.0,380098.14,23.98,0,0,101759.69,51.6,0
B209527,Food,11,500000.0,408226.11,18.35,0,0,35029.74,60.86,1
B201795,,38,500000.0,369219.87,26.16,1,0,83605.23,46.01,0
B208552,Retail,26,500000.0,1958313.76,24.55,1,0,54613.37,49.63,0
B207577,Food,24,500000.0,366119.79,26.78,1,0,,56.48,0
B206635,Retail,37,500000.0,387667.62,22.47,0,0,86084.92,50.8,0
B203846,,5,500000.0,346885.26,30.62,0,0,90261.28,49.53,0
B200322,Services,15,500000.0,370939.61,25.81,0,0,76724.07,54.16,0
B209802,Services,22,500000.0,377069.84,24.59,0,0,88011.44,50.22,0
B206828,Healthcare,8,500000.0,408287.21,18.34,1,0,17840.69,47.68,0
B206823,Services,16,500000.0,349545.02,30.09,0,0,78542.0,49.13,0
B209381,Healthcare,19,500000.0,384311.81,23.14,0,0,58071.1,53.91,0
B206623,Healthcare,21,500000.0,444256.87,11.15,0,0,61346.03,57.87,0
B201303,Healthcare,35,500000.0,370135.26,25.97,0,0,66826.33,51.68,0
B206108,Manufacturing,58,500000.0,435726.63,,0,0,62346.86,47.56,0
B209611,Manufacturing,46,500000.0,368136.14,26.37,0,0,73321.71,49.94,0
B202894,Retail,41,500000.0,405306.16,18.94,1,0,115045.48,47.79,0
B209414,Food,28,500000.0,368457.51,26.31,0,0,54891.08,49.72,0
B204197,Retail,28,500000.0,427929.16,,0,0,94125.18,55.21,0
B207200,Retail,37,500000.0,484738.87,3.05,1,0,71818.41,50.04,0
B208407,Services,42,500000.0,367254.96,26.55,0,0,71463.12,50.82,0
B201489,Services,37,500000.0,344529.12,31.09,1,0,88433.05,43.59,0
B202219,Services,13,500000.0,406604.63,18.68,0,0,67083.57,51.75,0
B204478,Retail,30,735305.88,615441.12,16.3,0,0,111722.35,55.28,0
B203209,food,25,500000.0,404482.25,19.1,1,0,64322.86,52.95,0
B202660,Services,44,500000.0,370480.0,25.9,1,0,36284.53,57.79,0
B206583,Manufacturing,53,500000.0,395072.22,20.99,1,0,73753.31,49.49,0
B208227,Services,3,500000.0,408769.75,18.25,0,0,82765.73,52.73,0
B202484,Manufacturing,55,500000.0,326663.72,34.67,0,0,61615.01,59.41,0
B208424,Services,3,500000.0,348898.7,30.22,1,0,80386.55,49.02,0
B207979,services,19,500000.0,344227.73,31.15,0,0,90588.86,45.86,0
B208260,Food,30,500000.0,345508.04,30.9,0,0,95942.46,48.04,0
B205447,Food,17,500000.0,383720.69,23.26,0,0,83312.54,58.03,0
B200881,Food,23,500000.0,419716.86,16.06,0,0,57131.56,50.63,0
B209717,Food,18,513310.56,427835.16,16.65,1,0,89204.74,52.88,0
B201107,IT,26,500000.0,420465.12,15.91,0,0,74300.97,44.92,0
B201407,Retail,19,500000.0,395335.42,20.93,0,0,57297.13,56.2,0
B205379,Retail,16,500000.0,422593.65,15.48,0,0,64963.05,51.17,0
B205521,Healthcare,10,500000.0,458997.63,8.2,0,0,69565.27,59.32,0
B205305,IT,19,500000.0,350713.86,29.86,0,0,118184.84,53.17,0
B204274,Manufacturing,42,500000.0,453859.57,9.23,0,0,58950.02,60.29,1
B201063,Retail,33,500000.0,439423.12,12.12,0,0,50814.38,52.22,0
B204134,,12,500000.0,401014.61,19.8,0,0,99005.3,56.93,0
B207011,retail,10,500000.0,426414.79,14.72,1,0,40789.9,46.8,0
B200122,Retail,27,500000.0,401987.51,19.6,1,0,55733.69,58.25,0
B203979,Healthcare,14,500000.0,415329.6,16.93,0,0,60115.72,54.19,0
B202206,Manufacturing,35,500000.0,375795.92,24.84,0,0,77700.7,52.28,0
B207222,Retail,28,500000.0,439977.5,12.0,0,0,46603.74,53.35,0
B206285,Manufacturing,56,500000.0,415218.81,16.96,0,0,75877.54,60.4,1
B204337,Services,19,500000.0,297552.18,40.49,0,0,61982.67,38.88,0
B205856,Manufacturing,21,500000.0,383427.08,23.31,0,0,106260.6,46.86,0
B205189,Retail,29,500000.0,393262.18,21.35,0,0,78024.88,53.92,0
B204145,Manufacturing,34,500000.0,416847.39,16.63,1,0,61144.12,56.71,0
B205078,Food,24,500000.0,408915.96,18.22,0,0,48985.92,51.96,0
B206390,Food,18,500000.0,422369.5,15.53,0,0,55797.11,48.51,0
B204174,IT,21,500000.0,373760.04,25.25,0,0,66984.81,56.26,0
B204277,Healthcare,3,500000.0,383389.19,23.32,0,0,93034.9,48.54,0
B201308,Services,11,500000.0,383501.1,23.3,0,0,61104.92,51.0,0
B202201,Food,12,500000.0,438821.34,12.24,0,0,30558.07,58.92,0
B209112,Manufacturing,61,686475.45,545149.21,20.59,1,0,102470.74,63.14,1
